source_text,target_text,source_text_no_stopwords,source_text_stemmed,source_text_lemmatized,target_text_no_stopwords,target_text_stemmed,target_text_lemmatized
very much the assignment instructions were so experiencing strong emotions i promise,bestie the assignment instructions were in my feels i swear,assignment instructions experiencing strong emotions promise,assign instruct experienc strong emot promis,assignment instruction experiencing strong emotion promise,bestie assignment instructions feels swear,besti assign instruct feel swear,bestie assignment instruction feel swear
where are you? it feels like very suspicious hours,bro wya it's giving sussy hours,feels like suspicious hours,feel like suspici hour,feel like suspicious hour,bro wya it's giving sussy hours,bro wya it' give sussi hour,bro wya it's giving sussy hour
"wait, is that not considered someone acting without personality?",wait is that not npc?,wait considered acting personality,wait consid act person,wait considered acting personality,wait npc,wait npc,wait npc
withdrawing from this course is my fear of missing out phase honestly,dropping the class is my fomo era honestly,withdrawing course fear missing phase honestly,withdraw cours fear miss phase honestli,withdrawing course fear missing phase honestly,dropping class fomo era honestly,drop class fomo era honestli,dropping class fomo era honestly
that whole situation was the peak of to manage disappointment unrealistically,that whole situation was peak cope,situation peak manage disappointment unrealistically,situat peak manag disappoint unrealist,situation peak manage disappointment unrealistically,situation peak cope,situat peak cope,situation peak cope
that drop had people acting a mysterious personal energy.,that drop had people acting aura farming.,drop people acting mysterious personal energy,drop peopl act mysteri person energi,drop people acting mysterious personal energy,drop people acting aura farming,drop peopl act aura farm,drop people acting aura farming
that drop had everyone acting extremely knew exactly what to do.,that drop had everyone acting understood assignment.,drop acting extremely knew exactly,drop act extrem knew exactli,drop acting extremely knew exactly,drop acting understood assignment,drop act understood assign,drop acting understood assignment
hold on how do people stay this in trouble or did well all the time?,omg how do people stay this cooked all the time?,hold people stay trouble did time,hold peopl stay troubl did time,hold people stay trouble did time,omg people stay cooked time,omg peopl stay cook time,omg people stay cooked time
hold on can we acknowledge how subtly hinting at a new relationship this situation is,ngl can we acknowledge how soft launching this is,hold acknowledge subtly hinting new relationship situation,hold acknowledg subtli hint new relationship situat,hold acknowledge subtly hinting new relationship situation,ngl acknowledge soft launching,ngl acknowledg soft launch,ngl acknowledge soft launching
"i care about you but that opinion showed suspicious, not gonna lie",ily but that take was sus ngl,care opinion showed suspicious gonna lie,care opinion show suspici gonna lie,care opinion showed suspicious gonna lie,ily sus ngl,ili su ngl,ily sus ngl
for your information everyone in this group is sarcastically criticizing inaction,fyi everyone in this chat is great job doing nothing,information group sarcastically criticizing inaction,inform group sarcast critic inact,information group sarcastically criticizing inaction,fyi chat great job doing,fyi chat great job do,fyi chat great job doing
genuinely unpopular opinion: people is somewhat experiencing using hope to cope with disappointment,genuinely hot take: people is lowkey copium,genuinely unpopular opinion people somewhat experiencing using hope cope disappointment,genuin unpopular opinion peopl somewhat experienc use hope cope disappoint,genuinely unpopular opinion people somewhat experiencing using hope cope disappointment,genuinely hot people lowkey copium,genuin hot peopl lowkey copium,genuinely hot people lowkey copium
"attempting a staying in one spot to ambush challenge run tonight, wish me luck",doing a camping challenge run tonight wish me luck,attempting staying spot ambush challenge run tonight wish luck,attempt stay spot ambush challeng run tonight wish luck,attempting staying spot ambush challenge run tonight wish luck,doing camping challenge run tonight wish luck,do camp challeng run tonight wish luck,doing camping challenge run tonight wish luck
